SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
1976	S	full	1	CHIEF DEPUTY	Carrollton	MO	64633	7	7	0	6	0	13	0	0	6	0	0	7	0	7	0	7	0	7	0	7	7	0	 	 	 	 	 	450000	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	460	60	48	7	0	0	0	0	0	0	0	5	2	7	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	1	0	0	30000	30000	29000	30000	25000	27000	1	9	9	9	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	0	0	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	2	0	0	0	0	0	1	0	0	1	3	0	0	0	8888	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	MO01700	10014560	9855	 	4.782301	4.903811
2003	S	full	1	MADISON COUNTY SHERIFF OFFICE	Fredericktown	MO	63645	10	9	1	1	0	10	1	25	0	0	0	0	0	0	0	0	0	0	0	9	0	0	 	 	 	 	 	460750	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	470	80	20	9	0	0	0	0	0	0	0	7	2	9	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	37800	999999	28184	999999	25064	999999	2	0	0	0	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	2	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	0	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	2	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MO06200	10015000	12170	 	4.782301	4.903811
2033	S	full	1	ALCORN COUNTY SHERIFFS OFFICE	Corinth	MS	38834	17	17	1	13	1	30	2	0	14	0	0	0	0	2	0	0	0	0	0	16	16	1	 	 	 	 	 	1318270	1	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	480	320	0	17	0	0	0	0	0	0	0	17	0	17	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	77919	82000	45907	40000	20747	24000	1	1	0	1	1	0	0	0	0	0	0	0	0	 	0	3	0	0	8888	0	0	0	8888	0	0	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	1	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	0	2	0	1	1	1	0	0	0	0	 	1	0	 	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	13	2	3	1	0	0	0	0	1	0	0	1	0	8	1	0	8888	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	99999	99999	99999	99999	0	8	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	MS00200	10013590	35576	 	4.782301	4.903811
2038	S	full	1	CLAIBORNE COUNTY SHERIFFS DEPT	Port Gibson	MS	39150	14	10	2	14	5	24	7	0	10	0	0	0	0	0	0	0	0	0	0	10	10	2	 	 	 	 	 	491000	 	0	0	0	 	4	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1914	160	96	0	10	0	0	0	0	0	0	10	0	10	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	47000	64000	27000	30000	23000	24000	1	1	1	1	1	0	1	0	0	0	0	0	0	 	0	3	1	0	8888	0	0	0	8888	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	1	0	1	0	 	8	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	1	0	 	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	0	5	0	0	0	0	0	1	0	0	1	10	0	0	0	8888	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	1	0	0	1	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS01100	10013680	10781	 	4.782301	4.903811
2074	S	full	1	WALTHALL COUNTY SHERIFF	Tylertown	MS	39667	9	9	2	9	4	18	6	0	1	0	0	0	0	1	0	0	0	0	0	4	0	2	 	 	 	 	 	825000	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	400	720	0	6	3	0	0	0	0	0	0	9	0	9	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	60000	60000	26000	28080	21000	22000	2	1	0	0	1	0	0	0	0	0	0	0	0	 	8	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	0	0	1	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	0	0	1	0	1	0	0	0	0	 	1	0	 	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	8888	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS07400	10014310	15346	 	4.782301	4.903811
2046	S	full	1	JASPER COUNTY SHERIFFS DEPARTMENT	Bay Springs	MS	39422	12	12	4	16	0	28	4	0	2	0	0	0	0	1	1	0	0	0	0	12	12	0	 	 	 	 	 	1600000	1	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	400	80	24	9	3	0	0	0	0	0	0	12	0	12	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	70000	70000	25825	30328	25155	29281	1	1	0	1	1	0	0	0	0	0	0	0	0	 	0	0	1	0	8888	0	0	0	8888	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	0	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	1	0	1	0	1	0	0	0	0	 	1	0	 	1	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	16	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	2	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS03100	10013880	18057	 	4.782301	4.903811
2062	S	full	1	OKTIBBEHA COUNTY SHERIFFS OFFICE	Starkville	MS	39759	23	23	5	23	8	46	13	0	0	0	0	0	0	1	0	0	0	0	0	23	23	0	 	 	 	 	 	2200000	1	1000	0	1000	1	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	400	80	8	20	3	0	0	0	0	0	0	23	0	23	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	82000	82000	53000	53000	34000	34000	1	1	0	1	1	0	1	0	0	0	0	0	0	 	1	1	1	1	20	0	0	0	8888	0	0	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	0	1	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	0	0	0	0	0	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	30	0	2	1	0	0	0	0	1	0	0	1	8	0	0	0	8888	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	MS05300	10014100	43958	 	4.782301	4.903811
2069	S	full	1	SHARKEY COUNTY SHERIFF DEPARTMENT	Rolling Fork	MS	39159	5	5	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	 	 	 	 	 	430000	1	0	0	0	 	4	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	400	0	0	2	3	0	0	0	0	0	0	4	1	5	 	 	 	 	 	 	 	 	0	0	0	1	0	0	0	0	0	0	45000	55000	42000	50000	25000	28000	2	1	0	0	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	1	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	 	 	 	 	 	 	 	 	1	1	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	2	0	0	0	0	0	1	0	0	1	1	0	0	0	8888	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	MS06300	10014200	5559	 	4.782301	4.903811
2042	S	full	1	GREENE COUNTY SHERIFFS OFFICE	Leakesville	MS	39451	999999	7	4	5	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	7	7	1	 	 	 	 	 	661948	0	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	400	40	20	4	3	0	0	0	0	0	0	6	1	7	 	 	 	 	 	 	 	 	1	1	1	1	1	0	0	0	0	0	42000	45840	31904	34056	28234	30000	2	1	0	0	1	0	0	0	0	0	0	0	0	 	9	9	9	9	9999	9	9	9	9999	9	9	9	9	9	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	9	9	9	9	9	9	9	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	1	0	0	0	0	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	99999	99999	99999	99999	0	8	9	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	11	MS02100	10013780	13687	 	4.782301	4.903811
2070	S	full	1	SIMPSON COUNTY SHERIFFS OFFICE	Mendenhall	MS	39114	13	13	0	30	0	43	0	0	6	0	0	0	0	1	7	0	0	0	0	13	1	0	 	 	 	 	 	1800000	 	55000	0	0	1	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	400	0	48	12	0	1	0	0	0	0	0	13	0	13	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	61000	61000	30000	32000	27000	28650	1	1	0	1	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	1	3	0	0	1	0	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	2	3	0	0	0	0	0	1	0	0	1	8	0	0	0	8888	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	10	0	1	1	0	0	0	1	0	0	0	0	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	0	2	0	8	1	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	MS06400	10014210	27823	 	4.782301	4.903811
2047	S	full	1	JEFFERSON DAVIS COUNTY SHERIFF	Prentiss	MS	39474	10	10	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	10	0	3	 	 	 	 	 	600000	1	5000	0	0	1	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	400	90	0	1	9	0	0	0	0	0	0	8	2	10	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	66400	66400	29000	29000	24000	24000	2	0	0	0	1	0	0	0	0	0	0	0	0	 	0	0	0	0	 	0	0	0	 	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	0	0	1	0	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	2	1	0	1	0	0	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	7	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	 	 	 	 	 	 	 	 	 	 	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	 	 	 	0	 	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS03300	10013900	12795	 	4.782301	4.903811
2077	S	full	1	YALOBUSHA COUNTY SHERIFF DEPT	Water Valley	MS	38965	14	8	6	4	0	12	6	0	4	0	0	0	0	1	0	0	0	0	0	6	6	0	 	 	 	 	 	680000	1	10000	0	0	1	4	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	400	400	24	7	1	0	0	0	0	0	0	8	0	8	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	36500	564000	25000	28500	18000	20000	0	8	8	8	1	0	1	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	 	0	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	 	 	 	 	 	 	 	2	0	0	0	1	1	0	0	0	0	 	1	0	 	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	6	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	8888	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	3	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	8	0	0	0	0	0	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS08100	10014380	13693	 	4.782301	4.903811
2067	S	full	1	QUITMAN SHERIFFS DEPARTMENT	Marks	MS	38646	7	7	8	3	10	10	18	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	 	 	 	 	 	858170	 	0	0	0	 	4	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	400	8	20	1	6	0	0	0	0	0	0	7	0	7	 	 	 	 	 	 	 	 	0	0	0	0	0	0	0	0	0	0	52000	56987	999999	999999	21320	25000	2	1	0	0	1	0	0	0	0	0	0	0	0	 	0	0	0	0	8888	0	0	0	8888	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	0	0	1	1	0	0	0	 	1	0	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	 	 	 	 	 	 	 	 	1	0	0	1	0	0	0	0	0	0	 	1	0	 	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	8	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8888	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	88888	88888	88888	8	8	8	8	8	8	8	8	8	8	 	1	 	0	0	0	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	1	1	 	 	 	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	MS06000	10014170	8884	 	4.782301	4.903811
