ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
VA08003	VA0800300	 	1	2	1	VA161-3119	ROANOKE COUNTY POLICE DEPT	Roanoke	Virginia	VA	24019	84278	Local - SR	101	148	14	0	2	126	0	22	0	140	7	0	0	1	0	0	0	148	120	18	0	0	10	1	0	9	0	13	1	0	0	0	2	1	2	2	1	2	1	2	1	2	2	2	2	2	 	 	 	 	 	 	 	2	2	2	2	2	2	2	2	2	 	1	2	2	1	2	 	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	14	0	0	0	2	0	16	0	1	2	1	2	1	2	2	2	 	 	2	1	0	2	1	2	2	2	2	 	2	8	1	1	1	2	 	2	0	5	0	0	0	7	0	1	1	7	10800000	2	2	1	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	1	1	30	1	1	1	65	2	2	1	1	2	1	1	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	5	1	1	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	1	1	1	2	 	1	1	1	1	2	2	1	2	 	108	40	2	2	2	2	2	2	2	 	3	 	2	 	14	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	2	2	1	2	 	-8	 	 	50	1	2	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	3	3	3	2	4	1	4	4	4	3	4	2	1	1	2	1	2	2	2	 	1.046	1.098	1.148
VA08001	VA0800100	 	1	2	2	VA775-3159	SALEM POLICE DEPT	Salem	Virginia	VA	24153	24970	Local- 50 to 99	102	63	23	0	16	59	0	4	0	59	3	0	0	0	1	0	0	63	34	11	0	0	18	1	0	1	0	7	0	0	0	0	2	1	1	2	2	1	2	2	1	2	1	2	2	2	 	71905	117852	56139	75566	46092	56139	1	2	2	2	2	2	2	2	2	 	1	2	2	1	1	Department/Jurisdiction Approval Required	2	-8	2	1	1	2	1	1	1	1	2	2	1	2	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	2	0	0	0	2	0	4	0	2	2	2	2	1	2	2	2	 	 	2	1	3	2	1	2	2	2	2	 	-8	1	1	1	1	2	 	0	0	2	0	0	0	2	0	4	4	7	5246758	2	1	2	1	1	2	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	2	1	3	2	-8	2	2	2	0	2	2	1	1	2	1	2	2	2	1	1	2	2	2	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	2	2	 	 	 	 	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	1	1	1	1	various forms available to file online	1	1	2	1	2	2	2	2	 	26	27	2	2	2	2	2	2	2	 	7	Permitted officer discretion.  Mon by supervisor. Terminate any time. Must term some conditions.	4	 	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	 	 	2	2	1	2	 	-8	 	 	 	 	 	2	 	1	1	1	1	2	1	1	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	2	 	1	2	1	2	2	2	 	2.572	1.095	2.817
VA00202	 	 	1	2	2	VA003-3082	SCOTTSVILLE POLICE DEPT	Scottsville	Virginia	VA	24590	583	Local- 2 to 4	106	2	0	1	0	2	1	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	45000	45000	44000	44000	39000	39000	2	2	2	2	2	2	2	2	2	 	2	-8	-8	-8	-8	 	2	-8	2	2	2	2	2	2	2	-8	-8	-8	-8	-8	-8	-8	-8	 	1	1	1	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	7	160000	2	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	2	2	1	1	3	2	1	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	 	-8	-8	-8	-8	-8	-8	-8	-8	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	2	2	2	 	2	2	2	2	2	2	2	2	 	2	1	2	2	2	2	2	2	2	 	3	 	4	 	0	2	2	2	2	2	2	2	2	2	 	2	1	3	1	1	3	3	1	3	1	3	3	3	3	3	1	1	1	-8	-8	1	-8	1	1	-8	-8	-8	-8	-8	1	 	2	2	1	2	 	-8	 	 	0	2	2	3	 	1	2	2	1	2	2	1	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	14.611	1.139	16.646
VA08500	VA0850000	0	2	 	 	VA171-3121	SHENANDOAH COUNTY SHERIFFS DEPT	Woodstock	Virginia	VA	22664	42583	Sheriff- 50 to 99	202	72	9	20	6	61	18	11	2	71	1	0	0	0	0	0	0	72	34	11	21	4	2	1	0	9	0	10	1	0	0	25	2	1	2	2	2	2	1	2	1	2	2	1	1	1	Evidence/Property/Records Staff	102100	102100	43291	43291	34676	34676	2	1	2	2	2	2	2	2	2	 	1	 	 	 	 	 	2	-8	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	6	3	0	0	0	1	6	4	2	2	1	1	1	1	2	2	 	 	2	0	2	2	1	2	2	2	2	 	2	2	1	1	1	2	 	0	0	5	0	0	0	5	0	0	0	7	6000000	1	2	1	1	1	2	1	1	2	 	2	-8	-8	1	72	72	0	9	9	0	3	2	3	2	-8	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	1	2	0	5	1	2	2	2	2	1	staffing study - private vendor	2	2	2	2	2	1	 	1	1	2	2	 	1	1	2	1	2	2	2	2	 	41	12	2	1	2	2	2	2	2	 	3	 	5	both officer/offense reported. Supervisors Pursuit report completed	1	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	2	1	3	2	3	1	1	3	3	2	1	1	1	1	1	-8	1	1	-8	1	1	-8	-8	4	 	2	1	1	1	both an officer/offense report and Supervisors use of force report completed	9	1	2	15	1	2	3	 	1	2	1	2	2	1	2	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	1	5	4	4	2	2	1	2	1	1	2	2	 	2.817	1.198	3.354
VA08800	VA0880000	0	2	 	 	VA177-3122	SPOTSYLVANIA COUNTY SHERIFFS DEPT	Spotsylvania	Virginia	VA	22553	125684	SR- Sheriff	201	167	44	34	16	148	29	19	5	152	7	5	2	1	0	0	0	167	96	26	0	26	19	1	0	23	2	10	1	0	0	10	2	1	1	2	2	2	1	1	2	1	1	1	2	2	 	100000	140000	44722	71556	40564	64902	2	2	2	2	2	2	2	2	2	 	1	2	1	1	1	No Conflict of Interest	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	16	5	0	0	0	0	16	5	2	2	2	2	2	1	1	2	 	 	2	8	7	2	1	2	2	2	2	 	1	10	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	7	16000000	1	2	1	1	1	1	1	1	1	clerical/FOI/etc	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	1	3	2	-8	1	2	2	-8	2	2	1	1	2	1	2	2	2	1	1	1	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	5	0	4	-8	-8	-8	-8	-8	 	2	1	2	2	2	2	 	1	1	1	2	 	1	1	1	1	2	1	1	2	 	203	50	1	1	2	2	1	2	2	 	3	 	2	 	7	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	2	1	3	2	1	3	1	3	1	1	2	3	2	1	1	1	1	1	1	2	1	-8	1	1	1	1	1	 	2	1	2	2	 	38	2	2	-8	 	 	2	 	1	1	1	1	2	1	1	2	1	2	1	2	 	1	4	1	1	3	3	3	2	3	1	5	1	1	2	4	1	1	1	1	2	2	 	1.054	1.286	1.357
VA08900	VA0890000	0	2	 	 	VA179-3123	STAFFORD COUNTY SHERIFFS OFFICE	Stafford	Virginia	VA	22555	134352	SR- Sheriff	201	163	64	9	6	144	7	19	2	143	14	5	1	0	0	0	0	163	112	29	0	17	5	1	0	30	1	14	2	0	0	19	2	1	2	2	1	2	1	1	1	2	1	1	2	2	 	98342	164632	40414	67538	41746	45926	2	2	2	1	2	2	2	1	2	 	1	1	2	1	2	 	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	1	1	2	-8	-8	-8	-8	-8	-8	2	16	0	0	0	4	1	20	1	2	2	1	2	2	2	2	1	 	 	2	13	2	2	1	2	2	2	2	 	2	8	1	2	2	2	 	3	2	14	0	2	0	21	0	12	12	7	21800000	1	2	1	1	2	2	1	1	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	1	3	1	7	1	1	1	85	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	38	0	2	0	-8	-8	-8	-8	-8	 	2	1	1	2	1	2	 	1	1	1	1	commendations	1	1	2	1	2	2	1	1	Reverse 911 System	95	40	1	1	2	2	1	2	1	Mobile Command Unit	2	 	2	 	10	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	2	1	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	 	2	1	2	2	 	74	1	2	-8	 	 	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	3	3	2	1	4	4	1	1	1	5	1	1	1	12	1	1	1	1	1	2	 	1.054	1.286	1.357
VA12700	VA1270000	 	1	2	2	VA800-3161	SUFFOLK POLICE DEPT	Suffolk	Virginia	VA	23434	85181	Local - SR	101	180	58	2	3	142	2	38	0	133	39	7	1	0	0	0	0	180	119	30	0	0	31	1	0	12	3	21	4	0	0	5	2	1	2	2	1	1	1	2	2	2	1	2	2	1	Animal Control	89313	151787	51166	81686	36722	56736	2	2	2	1	2	1	2	2	1	FTO, clothing (detectives)	1	2	1	1	1	Department/Jurisdiction Approval Required	2	-8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel	2	1	1	2	-8	-8	-8	-8	-8	-8	2	16	0	0	0	0	0	16	0	2	2	1	1	1	1	2	2	 	 	2	2	0	2	1	2	2	2	2	 	2	5	1	2	1	1	Supplement for sworn before S.S.I.	5	1	10	0	2	1	19	0	11	11	7	21578952	2	1	2	1	1	1	1	1	2	 	2	-8	-8	 	 	 	 	 	 	 	3	1	3	1	10	2	1	1	54	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	4	 	1	1	1	1	2	 	1	1	2	1	1	1	2	1	2	1	2	0	0	2	0	-8	-8	-8	-8	-8	 	2	1	1	1	2	2	 	2	2	1	2	 	2	1	1	1	2	2	1	2	 	298	52	1	1	2	2	1	2	2	 	3	 	2	 	10	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	1	1	3	1	1	3	1	1	1	1	-8	-8	1	1	1	1	1	1	1	-8	1	1	 	2	2	1	2	 	-8	 	 	392	2	2	2	 	1	1	1	1	1	1	2	2	1	2	1	2	 	4	5	3	1	3	4	5	2	3	1	5	1	4	2	5	1	2	1	2	2	1	Intelligence	1.046	1.098	1.148
VA09000	VA0900000	0	2	 	 	VA181-3124	SURRY COUNTY SHERIFFS DEPT	Surry	Virginia	VA	23883	6844	Sheriff- 10 to 24	204	12	10	1	0	11	0	1	1	4	8	0	0	0	0	0	0	12	10	1	0	0	1	1	0	0	0	3	0	0	0	0	2	1	2	2	1	2	1	1	2	2	1	1	2	1	911 equipment	68581	68581	42327	50770	37329	41241	2	2	2	2	2	2	2	2	2	 	1	2	1	1	2	 	2	-8	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	2	2	 	 	2	2	0	2	1	2	2	2	2	 	2	0	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	7	1463338	1	2	1	1	2	2	2	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	3	4	1	2	2	2	2	-8	1	2	2	2	1	1	2	2	1	2	2	2	2	2	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	2	1	 	 	 	 	1	2	2	2	1	Virgina State Police	1	2	2	2	2	2	 	-8	-8	-8	-8	 	1	2	2	2	2	2	1	1	instant alert	8	6	2	1	2	2	1	2	2	 	3	 	5	summary to Sheriff	3	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	1	1	1	3	1	1	1	3	3	1	1	3	2	1	1	1	2	1	1	2	2	2	2	1	1	2	1	 	2	1	1	2	 	2	1	2	2	1	2	2	 	1	1	1	1	1	2	1	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	1	1	1	1	2	 	5.497	1.279	7.031
VA09200	VA0920000	0	2	 	 	VA185-3126	TAZEWELL COUNTY SHERIFFS DEPT	Tazewell	Virginia	VA	24651	44268	Sheriff- 25 to 49	203	46	22	8	9	43	6	3	2	46	0	0	0	0	0	0	0	46	28	9	0	9	0	1	0	2	0	7	0	0	0	0	2	1	2	2	1	2	1	1	2	2	1	1	2	2	 	48966	100771	33339	41087	28234	30859	2	2	2	2	2	2	2	2	2	 	1	1	1	1	2	 	2	-8	2	1	1	1	1	1	1	2	1	2	1	1	1	2	2	 	1	1	1	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	2	0	2	0	1	1	2	2	2	2	2	2	 	 	2	4	6	2	1	2	2	2	2	 	2	0	1	1	1	2	 	0	0	0	0	0	2	2	0	10	10	7	3767485	1	2	1	1	1	2	1	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	3	1	1	1	15	1	1	1	20	1	2	2	1	1	1	1	2	1	2	2	2	2	2	2	2	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	4	0	1	0	-8	-8	-8	-8	-8	 	2	1	2	2	2	2	 	1	1	1	2	 	1	2	1	1	2	2	2	2	 	25	8	2	1	2	2	2	2	2	 	3	 	4	 	3	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	2	1	1	3	3	1	3	3	3	1	1	1	1	1	1	1	-8	-8	1	-8	-8	-8	-8	1	1	1	1	1	 	2	1	1	2	 	12	1	2	20	1	2	2	 	1	1	1	2	2	1	2	2	1	2	1	2	 	4	4	1	1	4	4	5	4	4	3	5	4	4	1	4	1	2	1	1	2	1	DUI Enforcement and Fugitive/US Marshal	4.389	1.12	4.898
VA12800	VA1280000	 	1	2	2	VA810-3162	VIRGINIA BEACH POLICE DEPT	Virginia Beach	Virginia	VA	23456	447021	Local - SR	101	770	176	0	25	668	0	102	0	649	72	25	2	17	3	0	2	770	610	150	0	0	10	1	0	39	2	79	11	0	0	5	2	1	2	2	1	1	1	2	1	2	2	1	2	2	 	97475	146212	54117	78469	40239	58347	2	2	2	1	1	2	2	2	2	 	1	2	2	1	2	 	2	-8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	60	0	0	0	3	0	63	0	2	2	1	2	1	2	2	2	 	 	2	16	6	2	1	2	2	2	2	 	2	27	1	1	1	1	 	19	4	26	0	7	0	56	0	12	12	7	92000136	2	1	2	1	1	2	1	1	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	3	1	35	1	1	1	25	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	10	0	4	0	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	1	1	1	2	 	1	1	1	1	2	1	1	2	 	330	125	1	1	2	1	1	2	2	 	3	 	2	 	27	2	2	2	1	1	1	1	1	2	 	1	1	1	1	1	3	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	 	2	1	1	2	 	622	2	2	909	2	2	2	 	1	1	1	1	1	1	1	2	1	2	1	1	Asset Forfeiture	4	1	1	1	1	2	4	1	3	1	4	1	4	1	7	1	2	1	2	2	2	 	1.046	1.098	1.148
VAVSP00	VAVSP0000	 	3	2	2	VA760-3156	Virginia State Police	Richmond	Virginia	VA	23225	8162513	State - SR	301	1882	722	0	110	1777	0	105	0	1641	190	28	9	14	0	0	0	1882	1234	292	0	0	356	1	0	166	5	176	8	0	0	0	2	1	1	2	1	2	1	1	1	1	1	2	2	2	 	153076	153076	40959	143470	23999	84062	1	2	2	2	2	1	1	2	2	 	1	2	1	1	1	conduct	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	highway work zone	1	1	1	2	-8	-8	-8	-8	-8	-8	2	212	0	0	0	0	0	212	0	1	1	2	2	2	2	2	2	 	 	2	102	46	2	1	2	2	2	2	 	2	67	1	1	1	2	 	35	5	12	0	3	39	94	0	62	62	7	304835100	2	2	2	1	1	1	1	1	2	 	2	-8	-8	1	1829	0	0	673	0	0	2	4	4	2	-8	2	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	0	0	14	0	-8	-8	-8	-8	-8	 	2	1	1	2	2	2	 	1	1	1	2	 	1	1	2	1	2	1	2	2	 	1182	1233	1	2	1	1	1	2	2	 	3	 	2	 	249	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	-8	1	1	1	1	1	 	2	1	2	2	 	151	2	2	-8	 	 	2	 	1	1	2	2	1	1	1	2	1	2	2	2	 	4	2	1	1	4	1	4	3	3	1	1	1	1	2	9	1	2	1	1	2	1	cold cases, violent crimes, intellectual property	1	1	1
