V1	V2	V3	V4	V5	V6	AGENCYID	V7	V8	V9	V10	V11	V12	V13	V14	V15	V34	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V62F	V63	V63F	V64	V64F	V65	V65F	V66	V66F	V67	V67F	V68	V68F	V69	V69F	V70	V70F	V71	V71F	V72	V72F	V73	V73F	V74	V74F	V75	V75F	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V84	V84F	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V101F	V102	V102F	V103	V103F	V104	V104F	V105	V105F	V106	V106F	V107	V107F	V108	V108F	V109	V109F	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V114F	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V125	V126	V127	V128	V129	V130	V131	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V179F	V180	V181	V181F	V182	V183	V183F	V184	V185	V185F	V186	V187	V188	V188F	V189	V190	V190F	V191	V192	V192F	V193	V194	V194F	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V244F	V245	V245F	V246	V246F	V247	V247F	V248	V248F	V249	V249F	V250	V250F	V251	V251F	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271	V272	V273	V274	V275	V276	V277	V278	V279	V280	V281	V282	V283	V284	V285	V286	V287	V288	V289	V290	V291	V292	V293	V294	V294F	V295	V295F	V296	V296F	V297	V297F	V298	V298F	V299	V299F	V300	V300F	V301	V301F	V302	V303	V304	V304F	V305	V305F	V306	V307	V308	V309	V310	V311	V312	V313	V314	V315	V316	V317	V318	V319	V319F	V320	V320F	V321	V321F	V322	V322F	V323	V324	V325	V326	V327	V328	V329	V330	V331	V332	V333	V334	V335	V336	V337	V338	V339	V340	V341	V342	V343	V344	V345	V346	V347	V348	V349	V350	V351	V352	V353	V354	V355	V356	V357	V358	V359	V360	V361	V362	V363	V364	V365	V366	V367	V368	V369	V370	V371	V372	V373	V374	V375	V376	V377	V378	V379	V380	V381
31	2	019	006	02	60100	3120190060260100	NEWTON POLICE DEPT	NEWTON	34037	564070	8244	SUSSEX	03	22	CJ-38L	9999	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	24	0	24	0	4	0	0	0	0	0	8	0	23	0	32	0	27	0	18	0	1	0	1	0	18	0	3	0	0	0	0	3	0	0	1500000	1	2	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	5	0	0	600	1	0	0	0	0	0	0	30	1	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	1	2	1	2	2	1	2	1	46121	 	53893	 	58094	0	63930	0	34124	0	53430	0	1	3	3	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	 	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	 	0	2	0	1	0	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	1	1	1	1	4	REFLECTS A.G.'S GUIDELINES	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
36	2	055	010	02	60100	3620550100260100	TIPP CITY POLICE DEPT	TIPP CITY	39109	200000	9221	MIAMI	03	14	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	0	2	0	2	0	18	0	2	0	13	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	1316482	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	4	0	0	620	0	0	0	0	0	120	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	2	1	2	1	1	1	1	54481	0	67890	0	37336	0	49275	0	34104	0	42771	0	3	4	4	4	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	6	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	 	0	1	1	1	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	6	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
30	3	008	028	02	60100	3030080280260100	PLAISTOW POLICE DEPT	PLAISTOW	33015	112007	7747	ROCKINGHAM	03	17	CJ-38L	9999	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	14	0	14	0	6	0	0	0	0	0	6	0	1	0	20	0	7	0	11	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	1044686	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	4	0	0	400	0	80	0	0	0	0	0	8	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	0	1	1	2	2	2	1	2	2	54000	0	54000	0	37800	0	37800	0	27200	0	27200	0	3	4	3	4	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	4	0	4	0	8	0	8	0	1	0	1	1	0	0	0	1	0	0	 	0	1	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	3	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	2	3	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
26	2	048	011	02	60100	2620480110260100	SUGAR CREEK POLICE DEPT	SUGAR CREEK	29095	376000	3839	JACKSON	03	21	CJ-38L	1950	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	14	0	13	0	10	0	0	0	0	0	4	0	0	0	17	0	10	0	10	0	1	0	0	0	10	0	1	0	0	0	0	0	0	0	951708	0	2	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	4	0	0	600	0	0	0	0	0	320	0	16	0	24	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	2	2	2	2	1	2	2	1	49000	0	49000	0	29208	0	39960	0	23508	0	32712	0	2	1	3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	4	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	4	0	0	0	12	 	0	0	0	0	1	1	0	0	0	1	0	0	 	0	1	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	 	0	6	4	3	4	1	4	0	4	0	4	0	4	0	4	0	4	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
23	2	063	001	02	60100	2320630010260100	BERKLEY POLICE DEPT	BERKLEY	26125	216035	15531	OAKLAND	03	31	CJ-38L	9999	0	1	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	31	0	31	0	0	3	0	3	0	3	5	0	0	3	36	0	0	3	27	0	0	0	1	0	27	0	3	0	0	3	1	0	0	3	3500000	0	2	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	5	0	0	600	0	0	0	0	0	400	0	0	0	40	0	29	0	1	0	0	3	0	3	0	3	0	3	0	3	0	3	1	0	0	3	0	3	0	3	0	3	0	3	30	0	1	0	1	2	1	2	2	2	2	1	70000	0	70000	0	56000	0	61000	0	21500	0	52600	0	3	4	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	1	6	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	12	0	0	0	72	0	0	0	1	0	1	1	0	1	0	0	0	0	 	0	1	1	0	0	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	1	0	0	3	0	3	0	3	0	3	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	2	3	 	2	2	2	0	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	4.9457	1.0032	1	.9991	19	1.0049	4.9815
50	3	052	002	02	60100	5030520020260100	CALEDONIA POLICE DEPT	CALEDONIA	55101	660063	23614	RACINE	03	26	CJ-38L	1960	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	28	0	28	0	0	0	0	3	0	3	8	0	4	0	36	0	4	0	22	0	22	0	0	0	22	0	4	0	0	0	0	0	0	0	2551735	0	1	8000	 	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	2	0	0	400	0	0	3	0	0	0	3	24	0	0	3	25	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	3	0	1	1	1	2	2	2	1	2	61532	0	61532	0	53132	0	53132	0	38750	0	44450	2	2	1	1	4	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	3	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	 	1	0	0	0	1	0	0	0	2	0	2	 	48	0	48	0	1	0	0	1	0	1	0	1	0	0	 	0	3	1	1	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	 	0	6	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	3	 	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	4.9457	1.0032	1	.9991	19	1.0049	4.9815
16	1	071	071	02	20100	1610710710220100	O'BRIEN COUNTY SHERIFF DEPARTMENT	PRIMGHAR	19141	 	15102	O BRIEN	01	10	CJ-38L	9999	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	12	0	1	0	22	0	1	0	10	0	0	0	0	0	7	0	2	0	0	0	0	0	1	0	1030000	1	2	18000	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	4	0	0	400	0	12	0	0	0	320	0	12	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	2	2	2	2	2	2	2	44800	0	44800	0	37632	0	38080	0	31360	0	35840	0	3	4	4	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	 	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	 	0	2	0	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	 	0	6	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	2	2	 	1	1	2	0	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	4	1.0007	1.0011	.9989	43	1.0513	4.2081
39	1	022	022	02	20100	3910220220220100	DAUPHIN COUNTY SHERIFF DEPARTMENT	HARRISBURG	42043	324000	251798	DAUPHIN	01	30	CJ-38L	1940	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	4	0	4	30	0	30	0	0	4	0	4	0	4	7	4	10	4	37	4	10	4	0	0	0	0	0	0	0	0	0	0	0	0	15	5	15	5	1700000	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	500	0	0	4	500	0	0	4	0	0	0	0	18	4	4	4	5	4	1	4	1	4	0	4	0	4	0	4	1	4	0	4	0	4	0	4	0	4	0	4	25	4	5	4	1	1	2	2	2	1	2	2	54000	0	54000	0	8888888888	8	8888888888	8	23920	0	23920	0	3	4	4	4	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	 	1	1	0	1	1	0	0	0	0	 	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	1	0	0	4	0	4	0	4	0	4	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	2	2	1	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	4	1.0007	1.0011	.9989	48	1	4.0028
14	2	022	508	02	60200	1420225080260200	OAKBROOK TERRACE POLICE DEPT	OAKBROOK TERRACE	17043	160014	2300	DU PAGE	03	17	CJ-38L	1958	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	18	0	18	0	0	0	0	0	0	0	2	0	2	0	20	0	2	0	16	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	1800000	0	2	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	2	0	0	400	0	0	3	0	3	560	0	0	0	0	0	16	0	0	3	1	0	0	3	1	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	0	0	0	3	18	0	0	3	1	2	2	2	2	2	1	1	73000	4	73000	0	56700	4	59500	4	35000	0	50000	0	3	1	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	 	0	0	1	0	0	0	0	0	0	 	0	0	0	0	0	0	1	7	2	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	 	0	0	0	3	0	3	0	3	0	0	0	3	0	0	0	3	1	0	1	1	0	1	1	0	0	0	 	0	2	0	1	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	7.0889	1.0006	1	.9989	15	1.0534	7.4638
50	2	003	009	02	60100	5020030090260100	RICE LAKE POLICE DEPT	RICE LAKE	55005	 	8320	BARRON	03	16	CJ-38L	1887	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	23	0	23	0	0	0	0	0	0	0	3	0	0	0	26	0	0	0	15	0	1	0	1	0	15	0	2	0	0	3	0	3	0	3	1700000	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	1	3	60	0	400	0	0	0	0	0	0	0	24	0	0	0	19	0	3	0	0	3	0	3	0	3	1	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	19	0	4	0	1	2	2	2	2	1	2	2	48000	0	52000	0	35800	0	35800	0	29029	0	29029	0	2	1	3	4	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	 	0	0	0	0	0	0	2	0	3	0	0	0	12	0	0	0	1	0	1	0	0	0	0	1	0	0	 	0	3	0	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	0	3	0	3	0	3	0	3	0	3	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	2	2	1	2	 	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
36	2	031	010	02	60100	3620310100260100	EVENDALE POLICE DEPT	EVENDALE	39061	164021	3090	HAMILTON	03	19	CJ-38L	1952	0	0	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	19	0	19	0	0	0	0	0	0	0	1	0	1	0	20	0	1	0	17	0	1	0	1	0	17	0	1	0	0	0	0	0	0	0	1300000	1	2	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	3	60	0	475	1	0	0	0	0	120	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	2	2	2	2	2	2	2	1	55900	1	69900	1	50864	1	54000	1	35418	1	48629	1	2	1	4	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	 	0	1	1	1	1	1	0	1	0	 	0	0	0	0	0	0	1	6	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	 	0	0	0	0	0	0	1	0	0	3	0	3	0	3	0	3	1	0	1	1	0	1	0	1	0	0	 	0	1	0	0	1	0	0	0	1	BEAN BAG ROUNDS	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	1	1	1	2	3	 	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
06	2	054	003	02	60100	0620540030260100	STEAMBOAT SPRINGS POLICE DEPT	STEAMBOAT SPRINGS	08107	 	9815	ROUTT	03	21	CJ-38L	1974	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	23	0	23	0	0	0	5	0	0	0	7	0	0	0	35	0	0	0	15	0	0	0	1	0	15	0	3	0	0	0	0	0	0	0	438541	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	4	0	0	293	0	0	3	0	0	0	3	0	0	0	3	21	0	0	3	0	3	0	3	1	0	0	3	0	3	0	3	0	3	0	3	1	0	0	3	0	3	0	3	23	0	0	3	2	2	2	2	2	2	2	1	60000	0	80000	0	40994	0	58448	0	33800	0	47062	0	2	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	 	0	3	0	3	1	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	 	0	3	0	0	1	1	0	1	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	2	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	7.0889	1.0006	1	.9989	16	1.0167	7.2038
33	2	001	009	02	60100	3320010090260100	WATERVLIET POLICE DEPT	WATERVLIET	36001	016000	10207	ALBANY	03	26	CJ-38L	1906	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	3	0	3	28	0	28	0	0	3	0	0	0	3	4	0	8	3	32	0	8	0	22	0	1	0	0	0	22	0	2	0	0	0	0	0	0	0	1900243	0	1	5788	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	4	0	0	510	7	920	0	0	0	320	0	0	0	24	0	27	0	1	0	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	0	3	27	0	1	0	1	1	1	2	2	1	2	1	60062	0	60062	0	49815	0	49815	0	37612	0	45367	0	2	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	HOUSING PROJECTS	0	1	1	1	1	1	0	1	1	INFO FOR HUD GRANTS	0	0	0	0	0	0	1	2	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	 	1	0	0	3	0	3	0	3	5	0	1	0	12	0	12	0	1	0	1	1	0	0	0	1	0	1	.38 SPECIAL - ONLY 2 LEFT	1	3	1	0	0	1	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	9	0	0	0	0	0	1	1	1	1	1	3	 	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	4.9457	1.0032	1	.9991	19	1.0049	4.9815
